category_list, market , funding_total_usd ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health Care|, Health Care , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,2030090 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Travel|, Travel ,50600000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Customer Service|Analytics|Surveys|Mobile|, Customer Service ,20000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Games|Entertainment|, Entertainment , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Media|News|, News , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Public Relations|, Public Relations ,125000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Travel & Tourism|Online Travel|, Travel & Tourism ,1150000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Manufacturing|, Manufacturing ,4475000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,10619994 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Shopping|Spam Filtering|Email|Messaging|, Messaging ,3800000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Clean Technology|, Clean Technology ,6413140 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Video Games|Price Comparison|E-Commerce|, Video Games ,450000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3200000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,4100000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hardware + Software|, Hardware + Software ,150000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,143400000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Video|Venture Capital|Media|, Video , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|Software|, Mobile ,850000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health Care|, Health Care ,40000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2256477 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Reviews and Recommendations|Software|, Reviews and Recommendations ,122000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,88497 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Small and Medium Businesses|, Small and Medium Businesses , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Automotive|, Automotive ,3859800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,13500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Property Management|Real Estate|Mobile|, Real Estate ,33000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hospitality|, Hospitality ,325000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Security|, Security ,100000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|, Mobile ,2000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Crowdfunding|Venture Capital|Startups|, Venture Capital ,25000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|, Curated Web ,540000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Retail|Curated Web|, Retail ,85300000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,666667 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Games|, Games ,4265969 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Media|, Social Media , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Network Media|Video|Music|, Video ,29926738 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hotels|Online Travel|Travel|Hospitality|Travel & Tourism|, Hotels ,7235000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Collaboration|Social Media|, Social Media ,6300000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Video|Entertainment|Music|, Video ,15000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Marketing Automation|Advertising|Startups|Network Security|Social Media|Email Marketing|Software|, Software ,6800000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|, Curated Web ,6500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Consulting|SaaS|Information Services|Information Technology|, Information Services , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Reviews and Recommendations|Content|Curated Web|, Reviews and Recommendations ,99000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health and Wellness|, Health and Wellness ,150000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health and Wellness|, Health and Wellness ,188375 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Sports|, Sports , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Clean Technology|, Clean Technology , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,12000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Aerospace|Internet|Media|, Aerospace , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Manufacturing|Consumer Goods|Sporting Goods|, Manufacturing , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Fashion|, Fashion ,16725800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Marketplaces|Tourism|Travel|Curated Web|, Travel ,144150 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Finance|Politics|Analytics|, Analytics ,892000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|CRM|Task Management|Email|Productivity Software|Enterprise Software|, CRM ,20118 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile Games|Social Games|Mobile|Social Media|Games|, Mobile Games ,9000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Graphics|Software|, Graphics ,3500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Brand Marketing|Video|Advertising|, Brand Marketing ,1333984 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Accounting|Enterprise Software|, Enterprise Software ,7500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Home Renovation|Home Owners|Construction|Local Businesses|, Home Owners ,22000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Advertising|, Advertising ,209000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Communities|News|Local|Curated Web|, Communities ,14400000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health and Wellness|Employer Benefits Programs|Travel|, Health and Wellness ,432000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|, Mobile ,17000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hardware + Software|, Hardware + Software ,10711500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Games|, Games ,23300000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile Software Tools|Mobile Enterprise|Web Development|Mobile|PaaS|Enterprise Software|, Mobile Enterprise ,3220000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Online Travel|Travel|, Travel ,20000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Games|, Games ,23600000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Medical|Biotechnology|, Medical ,2121849 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,8454877 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,81999920 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Media|, Social Media ,200000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Blogging Platforms|Curated Web|, Blogging Platforms , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Retail|, Retail , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Sports|Celebrity|Games|, Sports ,5725109 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Advertising|E-Commerce|Web Development|B2B|Consulting|, B2B ,1179052 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Business Services|B2B|Music|Curated Web|, Curated Web , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Games|, Games ,138533 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Technology|Enterprise Software|, Technology ,51143126 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Internet|Software|Apps|Design|, Apps ,800000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|E-Commerce|, E-Commerce ,8486594 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Analytics|, Analytics ,42372 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Lead Generation|Advertising|, Lead Generation ,210000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hardware + Software|, Hardware + Software ,12900000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,37150285 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|E-Commerce|, E-Commerce ,2111760 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Predictive Analytics|Sports|Curated Web|, Curated Web ,269999 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Media Monitoring|SaaS|Social Media|Analytics|, Social Media Monitoring ,20500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Web Hosting|, Web Hosting ,86614304 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Advertising|, Advertising , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,6000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|Advertising Platforms|Social Media Management|, Social Media Management , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Android|iPhone|Apps|FreetoPlay Gaming|Online Gaming|, FreetoPlay Gaming ,270000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Games|FreetoPlay Gaming|Games|Social Media|, Social Media ,5300000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Cloud Infrastructure|Digital Media|Media|, Media ,7975241 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Human Resources|, Human Resources , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Entertainment|Sports|Travel|, Entertainment , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile Commerce|Advertising|Telecommunications|Mobile|, Mobile Commerce ,3027813 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Consumer Lending|Bitcoin|, Bitcoin ,1221008 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Cosmetics|, Cosmetics , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Semiconductors|, Semiconductors ,303750 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|Finance|Health Care Information Technology|Analytics|, Mobile ,2500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Manufacturing|, Manufacturing ,10000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Consulting|, Consulting ,2758 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,3000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Market Research|Business Information Systems|, Business Information Systems ,19300000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Consumer Electronics|Big Data|Medical|Mobile|Hardware + Software|, Consumer Electronics ,2100000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Virtual Goods|Browser Extensions|Leisure|Games|, Leisure ,4748400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Finance|Finance Technology|Social Media|Analytics|, Finance Technology ,250000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|, Mobile ,300000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Education|, Education ,40000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile Commerce|Search|Maps|Local Businesses|Location Based Services|Advertising|, Mobile Commerce ,1000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health and Wellness|, Health and Wellness ,5149000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Enterprise Software|, Enterprise Software ,9620000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Commerce|Enterprise Software|, Social Commerce ,181000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Clean Technology|, Clean Technology ,28800000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Internet Marketing|Advertising|, Internet Marketing ,39300000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|, Mobile ,1350000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Vacation Rentals|Online Rental|Travel|E-Commerce|, Online Rental ,40000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Digital Media|SaaS|Software|News|Small and Medium Businesses|Advertising|, Digital Media ,2685000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|SaaS|Curated Web|, SaaS ,7330000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Data Security|Enterprise Software|Virtualization|Application Platforms|, Data Security ,6000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Investment Management|Real Estate|Finance Technology|, Finance Technology , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Search|Social Media|Advertising|Media|, Search , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,26700000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Nanotechnology|, Nanotechnology ,11400000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,8030000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Information Technology|Security|Data Security|Software|, Security ,2000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,3359105 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|E-Commerce|Security|Software|, E-Commerce ,198260 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,11641253 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,909150 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,227287 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|Health Care|, Biotechnology ,106550010 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Nanotechnology|, Nanotechnology ,211725149 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Web Hosting|, Web Hosting ,4800000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Clean Technology|, Clean Technology ,1200000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,7823378 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Clean Technology|, Clean Technology ,4189944 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Semiconductors|, Semiconductors ,10000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Clean Technology|, Clean Technology ,3688584 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,7500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|World Domination|Crowdsourcing|Content|News|, Crowdsourcing ,1220000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Medical Devices|, Medical Devices ,1425000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,36611963 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hospitality|, Hospitality , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,5000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Nanotechnology|, Nanotechnology ,22455181 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hardware + Software|, Hardware + Software ,4520000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health Care|, Health Care ,1037802 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,53324213 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health Care|, Health Care ,1132930 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Internet|Curated Web|Web Tools|Web Design|Web CMS|, Web CMS , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health and Wellness|, Health and Wellness ,699999 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,10650000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Events|Curated Web|, Events ,1514605 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1596003 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,26500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,2630000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,5922024 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|, Curated Web ,1190000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Internet Marketing|Big Data|Social Media|Analytics|, Social Media ,20000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Consumer Goods|, Consumer Goods ,15600000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Internet|Mobile|, Internet ,1110000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Entertainment|Media|E-Books|, E-Books ,17000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Travel|, Travel ,20400000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,34000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Manufacturing|, Manufacturing ,981000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1052439 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hardware + Software|, Hardware + Software ,41289900 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health and Wellness|, Health and Wellness ,200000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Location Based Services|Mobile Social|Interest Graph|Reviews and Recommendations|Artificial Intelligence|Social Network Media|Social Media|Semantic Web|Curated Web|, Curated Web , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,2250 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Online Shopping|E-Commerce|, Online Shopping ,271000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|, Curated Web ,7800000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Fashion|, Fashion ,14500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Organic|Hospitality|, Hospitality ,250000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile Social|Mobile Games|Mobile|Finance|, Mobile Social ,53000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Security|Web Hosting|, Security ,11512602 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Digital Media|News|, News ,25399988 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Clean Technology|, Clean Technology , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,475661 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|E-Commerce|, E-Commerce ,342500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Analytics|, Analytics , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Financial Services|Internet|Finance|, Internet ,200000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,250000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,2000011 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Clean Technology|, Clean Technology ,13623000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Finance Technology|Crowdfunding|Finance|, Finance ,1400000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Nanotechnology|, Nanotechnology , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hardware + Software|, Hardware + Software ,28289100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hardware + Software|, Hardware + Software , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Games|, Games , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Consulting|, Consulting ,525000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Semiconductors|, Semiconductors ,86000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,98000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|, Mobile ,950000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,4020000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Consumer Goods|, Consumer Goods , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Nonprofits|, Nonprofits ,40000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Public Transportation|, Public Transportation ,4990000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Storage|Software|Design|, Design ,620000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,12288 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,255220000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Wireless|, Wireless ,256900000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Business Productivity|Fuels|, Business Productivity ,3000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hardware + Software|, Hardware + Software ,1811941 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|E-Commerce|, E-Commerce ,1956597 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Messaging|, Messaging ,11996519 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Consumer Goods|, Consumer Goods ,809179 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hardware + Software|, Hardware + Software ,350000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Information Technology|, Information Technology ,409535 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Real Estate|, Real Estate ,750000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Digital Media|Big Data|All Students|Education|, All Students , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Cloud Infrastructure|Web Hosting|, Web Hosting ,1300000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,16797295 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hardware + Software|, Hardware + Software ,2000800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|VoIP|SaaS|Software|, SaaS ,2000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Internet|Software|, Software ,41095600 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
